source_path,file_name,label,source_kind,char_count,word_count,token_count,unique_token_count,sentence_count
cac_khoa/khoa_cong_nghe_dien/gioi_thieu/doi_ngu_giang_vien_va_nhan_vien.txt,doi_ngu_giang_vien_va_nhan_vien.txt,cac_khoa,text_file,722.0,144.0,127.0,49.0,22.0
cac_khoa/khoa_cong_nghe_dien/gioi_thieu/gioi_thieu.txt,gioi_thieu.txt,cac_khoa,text_file,2775.0,584.0,453.0,176.0,32.0
cac_khoa/khoa_cong_nghe_dien/gioi_thieu/tam_nhin_su_menh_muc_tieu.txt,tam_nhin_su_menh_muc_tieu.txt,cac_khoa,text_file,636.0,130.0,112.0,65.0,6.0
cac_khoa/khoa_cong_nghe_dien/gioi_thieu/thong_tin_hoat_dong_thanh_tich.txt,thong_tin_hoat_dong_thanh_tich.txt,cac_khoa,text_file,1485.0,322.0,260.0,141.0,13.0
cac_khoa/khoa_cong_nghe_thong_tin/dao_tao/dai_hoc/cong_nghe_thong_tin.txt,cong_nghe_thong_tin.txt,cac_khoa,text_file,2154.0,432.0,349.0,144.0,27.0
cac_khoa/khoa_cong_nghe_thong_tin/dao_tao/dai_hoc/he_thong_thong_tin.txt,he_thong_thong_tin.txt,cac_khoa,text_file,1932.0,393.0,325.0,133.0,27.0
cac_khoa/khoa_cong_nghe_thong_tin/dao_tao/dai_hoc/khoa_hoc_du_lieu.txt,khoa_hoc_du_lieu.txt,cac_khoa,text_file,3392.0,712.0,551.0,203.0,35.0
cac_khoa/khoa_cong_nghe_thong_tin/dao_tao/dai_hoc/khoa_hoc_may_tinh.txt,khoa_hoc_may_tinh.txt,cac_khoa,text_file,2126.0,440.0,350.0,158.0,26.0
cac_khoa/khoa_cong_nghe_thong_tin/dao_tao/dai_hoc/ky_thuat_phan_mem.txt,ky_thuat_phan_mem.txt,cac_khoa,text_file,1564.0,335.0,255.0,127.0,15.0
cac_khoa/khoa_cong_nghe_thong_tin/dao_tao/sau_dai_hoc/thac_si_khoa_hoc_may_tinh.txt,thac_si_khoa_hoc_may_tinh.txt,cac_khoa,text_file,4484.0,942.0,735.0,241.0,38.0
cac_khoa/khoa_cong_nghe_thong_tin/dao_tao/sau_dai_hoc/tien_si_khoa_hoc_may_tinh.txt,tien_si_khoa_hoc_may_tinh.txt,cac_khoa,text_file,4493.0,935.0,744.0,232.0,42.0
cac_khoa/khoa_cong_nghe_thong_tin/gioi_thieu/ban_lanh_dao.txt,ban_lanh_dao.txt,cac_khoa,text_file,578.0,114.0,99.0,47.0,22.0
cac_khoa/khoa_cong_nghe_thong_tin/gioi_thieu/doi_ngu_giang_vien_va_nhan_vien.txt,doi_ngu_giang_vien_va_nhan_vien.txt,cac_khoa,text_file,1049.0,218.0,183.0,69.0,20.0
cac_khoa/khoa_cong_nghe_thong_tin/gioi_thieu/gioi_thieu.txt,gioi_thieu.txt,cac_khoa,text_file,2447.0,517.0,409.0,158.0,29.0
cac_khoa/khoa_cong_nghe_thong_tin/gioi_thieu/tam_nhin_su_menh_muc_tieu.txt,tam_nhin_su_menh_muc_tieu.txt,cac_khoa,text_file,645.0,140.0,109.0,67.0,6.0
cac_khoa/khoa_cong_nghe_thong_tin/gioi_thieu/thong_tin_hoat_dong_thanh_tich.txt,thong_tin_hoat_dong_thanh_tich.txt,cac_khoa,text_file,4860.0,1021.0,834.0,220.0,46.0
cac_khoa/khoa_hoc_co_ban/ban_lanh_dao.txt,ban_lanh_dao.txt,cac_khoa,text_file,253.0,54.0,34.0,19.0,6.0
cac_khoa/khoa_hoc_co_ban/doi_ngu_giang_vien_va_nhan_vien.txt,doi_ngu_giang_vien_va_nhan_vien.txt,cac_khoa,text_file,805.0,173.0,116.0,56.0,16.0
cac_khoa/khoa_hoc_co_ban/gioi_thieu.txt,gioi_thieu.txt,cac_khoa,text_file,1566.0,341.0,231.0,124.0,24.0
cac_khoa/khoa_hoc_co_ban/so_do_to_chuc.txt,so_do_to_chuc.txt,cac_khoa,text_file,424.0,85.0,63.0,33.0,15.0
cac_khoa/khoa_hoc_co_ban/tam_nhin_su_menh_muc_tieu.txt,tam_nhin_su_menh_muc_tieu.txt,cac_khoa,text_file,1184.0,246.0,180.0,113.0,12.0
cac_khoa/khoa_ly_luan_chinh_tri/ban_lanh_dao.txt,ban_lanh_dao.txt,cac_khoa,text_file,267.0,55.0,46.0,19.0,6.0
cac_khoa/khoa_ly_luan_chinh_tri/doi_ngu_giang_vien_va_nhan_vien.txt,doi_ngu_giang_vien_va_nhan_vien.txt,cac_khoa,text_file,269.0,56.0,50.0,23.0,4.0
cac_khoa/khoa_ly_luan_chinh_tri/gioi_thieu.txt,gioi_thieu.txt,cac_khoa,text_file,1358.0,283.0,227.0,106.0,21.0
cac_khoa/khoa_ly_luan_chinh_tri/tam_nhin_su_menh_muc_tieu.txt,tam_nhin_su_menh_muc_tieu.txt,cac_khoa,text_file,838.0,180.0,142.0,87.0,7.0
cac_khoa/khoa_ly_luan_chinh_tri/thong_tin_hoat_dong_thanh_tich.txt,thong_tin_hoat_dong_thanh_tich.txt,cac_khoa,text_file,1402.0,298.0,249.0,125.0,7.0
cac_khoa/khoa_ngoai_ngu/dao_tao/sau_dai_hoc/thac_si_khoa_ngoai_ngu.txt,thac_si_khoa_ngoai_ngu.txt,cac_khoa,text_file,1018.0,214.0,169.0,80.0,11.0
cac_khoa/khoa_ngoai_ngu/gioi_thieu/ban_lanh_dao.txt,ban_lanh_dao.txt,cac_khoa,text_file,235.0,47.0,38.0,17.0,6.0
cac_khoa/khoa_ngoai_ngu/gioi_thieu/doi_ngu_giang_vien_va_nhan_vien.txt,doi_ngu_giang_vien_va_nhan_vien.txt,cac_khoa,text_file,516.0,104.0,92.0,35.0,12.0
cac_khoa/khoa_ngoai_ngu/gioi_thieu/gioi_thieu.txt,gioi_thieu.txt,cac_khoa,text_file,1766.0,376.0,295.0,147.0,25.0
cac_khoa/khoa_ngoai_ngu/gioi_thieu/tam_nhin_su_menh_muc_tieu.txt,tam_nhin_su_menh_muc_tieu.txt,cac_khoa,text_file,2380.0,517.0,389.0,158.0,15.0
cac_khoa/khoa_ngoai_ngu/gioi_thieu/thong_tin_hoat_dong_thanh_tich.txt,thong_tin_hoat_dong_thanh_tich.txt,cac_khoa,text_file,1362.0,288.0,239.0,123.0,7.0
cac_khoa/khoa_quan_tri_kinh_doanh/dao_tao/dai_hoc/cu_nhan_marketing.txt,cu_nhan_marketing.txt,cac_khoa,text_file,1275.0,262.0,194.0,92.0,8.0
cac_khoa/khoa_quan_tri_kinh_doanh/dao_tao/dai_hoc/cu_nhan_quan_tri_kinh_doanh.txt,cu_nhan_quan_tri_kinh_doanh.txt,cac_khoa,text_file,2044.0,428.0,325.0,138.0,14.0
cac_khoa/khoa_quan_tri_kinh_doanh/dao_tao/sau_dai_hoc/thac_si_quan_tri_kinh_doanh.txt,thac_si_quan_tri_kinh_doanh.txt,cac_khoa,text_file,7315.0,1521.0,1162.0,269.0,65.0
cac_khoa/khoa_quan_tri_kinh_doanh/dao_tao/sau_dai_hoc/tien_si_quan_tri_kinh_doanh.txt,tien_si_quan_tri_kinh_doanh.txt,cac_khoa,text_file,1383.0,293.0,228.0,110.0,9.0
cac_khoa/khoa_quan_tri_kinh_doanh/gioi_thieu/ban_lanh_dao.txt,ban_lanh_dao.txt,cac_khoa,text_file,438.0,80.0,69.0,31.0,10.0
cac_khoa/khoa_quan_tri_kinh_doanh/gioi_thieu/doi_ngu_giang_vien_va_nhan_vien.txt,doi_ngu_giang_vien_va_nhan_vien.txt,cac_khoa,text_file,1359.0,278.0,249.0,72.0,28.0
cac_khoa/khoa_quan_tri_kinh_doanh/gioi_thieu/gioi_thieu.txt,gioi_thieu.txt,cac_khoa,text_file,1834.0,385.0,305.0,131.0,22.0
cac_khoa/khoa_quan_tri_kinh_doanh/gioi_thieu/so_do_bo_may_to_chuc.txt,so_do_bo_may_to_chuc.txt,cac_khoa,text_file,470.0,86.0,77.0,45.0,19.0
cac_khoa/khoa_quan_tri_kinh_doanh/gioi_thieu/tam_nhin_su_menh_muc_tieu.txt,tam_nhin_su_menh_muc_tieu.txt,cac_khoa,text_file,1107.0,238.0,195.0,103.0,9.0
cac_khoa/khoa_quan_tri_kinh_doanh/gioi_thieu/thong_tin_hoat_dong_thanh_tich.txt,thong_tin_hoat_dong_thanh_tich.txt,cac_khoa,text_file,3477.0,730.0,578.0,197.0,26.0
cac_trung_tam/trung_tam_giao_duc_quoc_phong_the_chat/gioi_thieu/ban_lanh_dao.txt,ban_lanh_dao.txt,cac_trung_tam,text_file,493.0,94.0,79.0,44.0,9.0
cac_trung_tam/trung_tam_giao_duc_quoc_phong_the_chat/gioi_thieu/doi_ngu_giang_vien_va_nhan_vien.txt,doi_ngu_giang_vien_va_nhan_vien.txt,cac_trung_tam,text_file,1526.0,306.0,257.0,103.0,54.0
cac_trung_tam/trung_tam_giao_duc_quoc_phong_the_chat/gioi_thieu/gioi_thieu.txt,gioi_thieu.txt,cac_trung_tam,text_file,2870.0,575.0,471.0,172.0,32.0
cac_trung_tam/trung_tam_giao_duc_quoc_phong_the_chat/gioi_thieu/so_do_bo_may_to_chuc.txt,so_do_bo_may_to_chuc.txt,cac_trung_tam,text_file,497.0,101.0,86.0,37.0,11.0
cac_trung_tam/trung_tam_giao_duc_quoc_phong_the_chat/gioi_thieu/thong_tin_hoat_dong_thanh_tich.txt,thong_tin_hoat_dong_thanh_tich.txt,cac_trung_tam,text_file,1980.0,418.0,350.0,157.0,16.0
cac_trung_tam/trung_tam_giao_duc_quoc_phong_the_chat/quy_che_trung_tam/dieu_khoan_thi_hanh.txt,dieu_khoan_thi_hanh.txt,cac_trung_tam,text_file,845.0,185.0,141.0,79.0,10.0
cac_trung_tam/trung_tam_giao_duc_quoc_phong_the_chat/quy_che_trung_tam/khen_thuong_va_xu_ly_vi_pham.txt,khen_thuong_va_xu_ly_vi_pham.txt,cac_trung_tam,text_file,916.0,194.0,158.0,63.0,11.0
cac_trung_tam/trung_tam_giao_duc_quoc_phong_the_chat/quy_che_trung_tam/mon_giao_duc_quoc_phong_an_ninh.txt,mon_giao_duc_quoc_phong_an_ninh.txt,cac_trung_tam,text_file,5390.0,1154.0,899.0,232.0,53.0
cac_trung_tam/trung_tam_giao_duc_quoc_phong_the_chat/quy_che_trung_tam/mon_giao_duc_the_chat.txt,mon_giao_duc_the_chat.txt,cac_trung_tam,text_file,4934.0,1046.0,803.0,238.0,53.0
cac_trung_tam/trung_tam_giao_duc_quoc_phong_the_chat/quy_che_trung_tam/nhiem_vu_quy_dinh.txt,nhiem_vu_quy_dinh.txt,cac_trung_tam,text_file,5143.0,1037.0,806.0,172.0,50.0
cac_trung_tam/trung_tam_ngoai_ngu/gioi_thieu.txt,gioi_thieu.txt,cac_trung_tam,text_file,2366.0,492.0,402.0,170.0,30.0
cac_trung_tam/trung_tam_ngoai_ngu/huongdan.txt,huongdan.txt,cac_trung_tam,text_file,771.0,165.0,134.0,36.0,8.0
cac_trung_tam/trung_tam_quan_tri_he_thong/co_cau_to_chuc.txt,co_cau_to_chuc.txt,cac_trung_tam,text_file,296.0,60.0,54.0,27.0,8.0
cac_trung_tam/trung_tam_quan_tri_he_thong/gioi_thieu.txt,gioi_thieu.txt,cac_trung_tam,text_file,2858.0,606.0,492.0,180.0,37.0
cac_trung_tam/trung_tam_quan_tri_he_thong/nhan_su_trung_tam.txt,nhan_su_trung_tam.txt,cac_trung_tam,text_file,2638.0,541.0,446.0,136.0,55.0
cac_trung_tam/trung_tam_quan_tri_he_thong/quy_dinh_huong_dan.txt,quy_dinh_huong_dan.txt,cac_trung_tam,text_file,2816.0,603.0,533.0,99.0,34.0
cac_trung_tam/trung_tam_thu_vien/gioi_thieu/co_so_vat_chat.txt,co_so_vat_chat.txt,cac_trung_tam,text_file,6960.0,1477.0,1191.0,309.0,63.0
cac_trung_tam/trung_tam_thu_vien/gioi_thieu/doi_ngu_nhan_su.txt,doi_ngu_nhan_su.txt,cac_trung_tam,text_file,512.0,106.0,95.0,58.0,19.0
cac_trung_tam/trung_tam_thu_vien/gioi_thieu/gioi_thieu.txt,gioi_thieu.txt,cac_trung_tam,text_file,4261.0,898.0,708.0,246.0,49.0
cac_trung_tam/trung_tam_thu_vien/gioi_thieu/huong_dan_su_dung.txt,huong_dan_su_dung.txt,cac_trung_tam,text_file,193.0,41.0,37.0,19.0,2.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_noi_quy_kho_sach_tu_chon/dieu_1_quy_dinh_chung.txt,dieu_1_quy_dinh_chung.txt,cac_trung_tam,text_file,425.0,91.0,71.0,49.0,5.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_noi_quy_kho_sach_tu_chon/dieu_2_muon_tra_sach_ve_nha.txt,dieu_2_muon_tra_sach_ve_nha.txt,cac_trung_tam,text_file,483.0,112.0,78.0,43.0,6.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_noi_quy_kho_sach_tu_chon/dieu_3_muon_sach_tai_cho.txt,dieu_3_muon_sach_tai_cho.txt,cac_trung_tam,text_file,146.0,32.0,19.0,16.0,4.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_noi_quy_kho_sach_tu_chon/dieu_4_quy_dinh_vi_pham.txt,dieu_4_quy_dinh_vi_pham.txt,cac_trung_tam,text_file,553.0,125.0,97.0,63.0,7.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_noi_quy_kho_sach_tu_chon/tong_quan_quy_dinh_noi_quy_kho_sach_tu_chon.txt,tong_quan_quy_dinh_noi_quy_kho_sach_tu_chon.txt,cac_trung_tam,text_file,332.0,73.0,55.0,29.0,10.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_noi_quy_phong_da_phuong_tien/dieu_1_thoi_gian_phuc_vu.txt,dieu_1_thoi_gian_phuc_vu.txt,cac_trung_tam,text_file,194.0,40.0,28.0,25.0,4.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_noi_quy_phong_da_phuong_tien/dieu_2_doi_tuong_phuc_vu.txt,dieu_2_doi_tuong_phuc_vu.txt,cac_trung_tam,text_file,282.0,59.0,44.0,32.0,3.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_noi_quy_phong_da_phuong_tien/dieu_3_tuan_thu_quy_dinh.txt,dieu_3_tuan_thu_quy_dinh.txt,cac_trung_tam,text_file,1625.0,344.0,249.0,143.0,21.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_noi_quy_phong_da_phuong_tien/tong_quan_noi_quy_phong_da_phuong_tien.txt,tong_quan_noi_quy_phong_da_phuong_tien.txt,cac_trung_tam,text_file,309.0,65.0,50.0,30.0,2.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_noi_quy_trung_tam_thu_vien/dieu_1_quy_dinh_chung.txt,dieu_1_quy_dinh_chung.txt,cac_trung_tam,text_file,1336.0,284.0,213.0,111.0,17.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_noi_quy_trung_tam_thu_vien/dieu_2_luu_hanh_tai_lieu.txt,dieu_2_luu_hanh_tai_lieu.txt,cac_trung_tam,text_file,858.0,191.0,142.0,76.0,10.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_noi_quy_trung_tam_thu_vien/dieu_3_truy_cap_thong_tin.txt,dieu_3_truy_cap_thong_tin.txt,cac_trung_tam,text_file,483.0,102.0,84.0,62.0,5.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_noi_quy_trung_tam_thu_vien/tong_quan_quy_dinh_noi_quy_trung_tam_thu_vien.txt,tong_quan_quy_dinh_noi_quy_trung_tam_thu_vien.txt,cac_trung_tam,text_file,339.0,71.0,57.0,41.0,8.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_quan_ly_bao_tri_tai_san_trang_thiet_bi/dieu_1_doi_tuong_ap_dung.txt,dieu_1_doi_tuong_ap_dung.txt,cac_trung_tam,text_file,360.0,80.0,55.0,34.0,4.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_quan_ly_bao_tri_tai_san_trang_thiet_bi/dieu_2_phan_loai_tai_san.txt,dieu_2_phan_loai_tai_san.txt,cac_trung_tam,text_file,126.0,28.0,18.0,12.0,3.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_quan_ly_bao_tri_tai_san_trang_thiet_bi/dieu_3_quan_ly_va_su_dung_tai_san_co_dinh.txt,dieu_3_quan_ly_va_su_dung_tai_san_co_dinh.txt,cac_trung_tam,text_file,3597.0,807.0,589.0,175.0,33.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_quan_ly_bao_tri_tai_san_trang_thiet_bi/dieu_5_kiem_ke_tai_san.txt,dieu_5_kiem_ke_tai_san.txt,cac_trung_tam,text_file,747.0,164.0,119.0,72.0,7.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_quan_ly_bao_tri_tai_san_trang_thiet_bi/dieu_6_bao_cao_tai_san.txt,dieu_6_bao_cao_tai_san.txt,cac_trung_tam,text_file,274.0,62.0,43.0,33.0,3.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_quan_ly_bao_tri_tai_san_trang_thiet_bi/dieu_7_vat_lieu.txt,dieu_7_vat_lieu.txt,cac_trung_tam,text_file,437.0,96.0,73.0,48.0,6.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_quan_ly_bao_tri_tai_san_trang_thiet_bi/dieu_8_to_chuc_thuc_hien.txt,dieu_8_to_chuc_thuc_hien.txt,cac_trung_tam,text_file,614.0,137.0,103.0,54.0,8.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_quan_ly_bao_tri_tai_san_trang_thiet_bi/dieu_9_khen_thuong_ky_luat.txt,dieu_9_khen_thuong_ky_luat.txt,cac_trung_tam,text_file,1011.0,215.0,162.0,94.0,7.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_quan_ly_bao_tri_tai_san_trang_thiet_bi/tong_quan_quy_dinh_quan_ly_bao_tri_tai_san_trang_thiet_bi.txt,tong_quan_quy_dinh_quan_ly_bao_tri_tai_san_trang_thiet_bi.txt,cac_trung_tam,text_file,409.0,93.0,66.0,36.0,18.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_ve_pccc.txt,quy_dinh_ve_pccc.txt,cac_trung_tam,text_file,1974.0,432.0,319.0,160.0,22.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_ve_viec_luu_hanh_tai_lieu/dieu_1_thoi_han_luu_hanh_tai_lieu,dieu_1_thoi_han_luu_hanh_tai_lieu,cac_trung_tam,text_file,424.0,96.0,67.0,39.0,8.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_ve_viec_luu_hanh_tai_lieu/dieu_2_nghiep_vu_luu_hanh_tai_lieu.txt,dieu_2_nghiep_vu_luu_hanh_tai_lieu.txt,cac_trung_tam,text_file,556.0,124.0,86.0,52.0,16.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_ve_viec_luu_hanh_tai_lieu/dieu_3_muc_tien_the_chan_sach.txt,dieu_3_muc_tien_the_chan_sach.txt,cac_trung_tam,text_file,455.0,102.0,76.0,25.0,17.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_ve_viec_luu_hanh_tai_lieu/dieu_4_dieu_khoan_thi_hanh.txt,dieu_4_dieu_khoan_thi_hanh.txt,cac_trung_tam,text_file,318.0,70.0,49.0,41.0,4.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_ve_viec_luu_hanh_tai_lieu/tong_quan_quy_dinh_ve_viec_luu_hanh_tai_lieu.txt,tong_quan_quy_dinh_ve_viec_luu_hanh_tai_lieu.txt,cac_trung_tam,text_file,370.0,80.0,59.0,30.0,10.0
cac_trung_tam/trung_tam_thu_vien/quy_dinh_noi_quy/quy_dinh_ve_viec_tien_the_chan_sach.txt,quy_dinh_ve_viec_tien_the_chan_sach.txt,cac_trung_tam,text_file,2570.0,561.0,446.0,121.0,35.0
cac_trung_tam/trung_tam_tin_hoc/gioi_thieu.txt,gioi_thieu.txt,cac_trung_tam,text_file,513.0,107.0,76.0,45.0,9.0
dao_tao/chuan_dau_ra_tieng_anh.txt,chuan_dau_ra_tieng_anh.txt,dao_tao,text_file,1656.0,357.0,267.0,97.0,18.0
dao_tao/noi_quy_hoc_duong/dieu_1_muc_dich.txt,dieu_1_muc_dich.txt,dao_tao,text_file,254.0,54.0,37.0,36.0,6.0
dao_tao/noi_quy_hoc_duong/dieu_2_pham_vi_dieu_chinh_va_doi_tuong_ap_dung.txt,dieu_2_pham_vi_dieu_chinh_va_doi_tuong_ap_dung.txt,dao_tao,text_file,361.0,80.0,53.0,36.0,6.0
dao_tao/noi_quy_hoc_duong/dieu_3_quy_dinh_ve_trang_phuc_va_nep_song_van_minh.txt,dieu_3_quy_dinh_ve_trang_phuc_va_nep_song_van_minh.txt,dao_tao,text_file,640.0,136.0,104.0,74.0,10.0
dao_tao/noi_quy_hoc_duong/dieu_4_gio_giac_ne_nep_hoc_tap_thi_cu.txt,dieu_4_gio_giac_ne_nep_hoc_tap_thi_cu.txt,dao_tao,text_file,1693.0,384.0,277.0,128.0,38.0
dao_tao/noi_quy_hoc_duong/dieu_5_quy_dinh_ve_the_sinh_vien.txt,dieu_5_quy_dinh_ve_the_sinh_vien.txt,dao_tao,text_file,569.0,125.0,84.0,54.0,8.0
dao_tao/noi_quy_hoc_duong/dieu_6_nhung_viec_sinh_vien_khong_duoc_lam.txt,dieu_6_nhung_viec_sinh_vien_khong_duoc_lam.txt,dao_tao,text_file,1667.0,354.0,248.0,146.0,31.0
dao_tao/noi_quy_hoc_duong/dieu_7_xu_ly_vi_pham.txt,dieu_7_xu_ly_vi_pham.txt,dao_tao,text_file,294.0,67.0,54.0,37.0,3.0
dao_tao/noi_quy_hoc_duong/dieu_8_to_chuc_thuc_hien.txt,dieu_8_to_chuc_thuc_hien.txt,dao_tao,text_file,467.0,98.0,73.0,45.0,8.0
dao_tao/noi_quy_hoc_duong/tong_quan_ve_noi_quy_hoc_duong.txt,tong_quan_ve_noi_quy_hoc_duong.txt,dao_tao,text_file,596.0,129.0,91.0,58.0,18.0
dao_tao/quy_che_dao_tao/danh_gia_hoc_phan_va_cong_nhan_ket_qua_hoc_tap/dieu_25_danh_gia_ket_qua_hoc_tap_cua_moi_hoc_phan.txt,dieu_25_danh_gia_ket_qua_hoc_tap_cua_moi_hoc_phan.txt,dao_tao,text_file,3467.0,772.0,541.0,132.0,45.0
dao_tao/quy_che_dao_tao/danh_gia_hoc_phan_va_cong_nhan_ket_qua_hoc_tap/dieu_26_quy_doi_diem_danh_gia_hoc_phan.txt,dieu_26_quy_doi_diem_danh_gia_hoc_phan.txt,dao_tao,text_file,2065.0,484.0,297.0,119.0,34.0
dao_tao/quy_che_dao_tao/danh_gia_hoc_phan_va_cong_nhan_ket_qua_hoc_tap/dieu_27_cac_tinh_diem_trung_binh_trung.txt,dieu_27_cac_tinh_diem_trung_binh_trung.txt,dao_tao,text_file,1106.0,252.0,162.0,85.0,25.0
